,timestamp,open,high,low,close,volume
83,1674657240000,22526.3,22549.56,22522.35,22533.06,391.75724
84,1674657300000,22533.27,22535.17,22465.52,22480.01,726.31815
85,1674657360000,22482.26,22510.54,22465.95,22490.52,668.30685
86,1674657420000,22488.93,22499.11,22431.07,22485.97,762.52667
87,1674657480000,22485.97,22519.35,22473.61,22509.48,511.43226
88,1674657540000,22508.92,22513.94,22470.74,22494.76,433.30173
89,1674657600000,22493.27,22533.23,22475.0,22527.8,464.17571
90,1674657660000,22526.5,22557.43,22523.92,22534.99,389.40073
91,1674657720000,22534.99,22543.62,22508.1,22521.58,406.29061
92,1674657780000,22521.39,22542.58,22497.41,22503.48,392.36008
93,1674657840000,22504.45,22531.65,22500.0,22510.95,358.85516
94,1674657900000,22510.43,22542.51,22493.13,22520.22,471.27562
95,1674657960000,22518.58,22540.0,22510.51,22535.4,312.98015
96,1674658020000,22534.84,22573.0,22520.14,22567.24,406.88588
97,1674658080000,22566.3,22567.51,22544.37,22554.74,351.81816
98,1674658140000,22554.74,22561.64,22539.16,22551.59,305.48549
99,1674658200000,22550.31,22571.56,22542.8,22553.32,405.89286
100,1674658260000,22553.32,22568.53,22539.15,22544.61,369.58031
101,1674658320000,22545.05,22561.95,22540.54,22554.09,294.73568
102,1674658380000,22554.09,22556.61,22503.0,22504.6,365.28255
103,1674658440000,22505.56,22506.85,22468.99,22478.8,444.80495
104,1674658500000,22478.8,22508.02,22467.4,22479.03,422.31317
105,1674658560000,22480.24,22500.01,22469.0,22475.12,380.27301
106,1674658620000,22475.99,22476.0,22438.16,22441.2,543.43212
107,1674658680000,22441.2,22464.18,22436.44,22451.97,362.01362
108,1674658740000,22453.07,22458.17,22415.35,22435.47,627.13733
109,1674658800000,22435.47,22450.0,22396.2,22441.68,1004.44715
110,1674658860000,22439.39,22465.18,22420.0,22424.29,541.8978
111,1674658920000,22422.44,22434.58,22335.0,22374.18,1322.37328
112,1674658980000,22370.64,22417.24,22354.52,22410.86,779.22619
113,1674659040000,22410.86,22461.42,22394.14,22458.91,602.31334
114,1674659100000,22458.91,22499.0,22445.16,22494.14,782.62424
115,1674659160000,22494.15,22532.0,22492.18,22506.5,720.29799
116,1674659220000,22508.03,22520.85,22494.62,22500.45,538.46621
117,1674659280000,22500.45,22534.18,22493.7,22506.07,612.90825
118,1674659340000,22506.07,22510.28,22480.01,22495.34,475.21406
119,1674659400000,22496.11,22504.32,22466.9,22468.42,345.95579
120,1674659460000,22466.96,22496.97,22466.96,22477.2,253.77524
121,1674659520000,22478.33,22480.0,22460.45,22470.41,237.48987
122,1674659580000,22470.37,22487.79,22466.4,22472.57,239.06604
123,1674659640000,22474.34,22477.57,22427.0,22430.01,480.65301
124,1674659700000,22430.31,22453.54,22414.45,22447.59,523.34831
125,1674659760000,22447.6,22486.0,22447.59,22481.01,330.16306
126,1674659820000,22480.24,22500.0,22478.4,22498.31,660.89714
127,1674659880000,22497.72,22510.2,22479.33,22488.89,373.63813
128,1674659940000,22488.89,22529.97,22488.75,22511.32,515.81361
129,1674660000000,22513.48,22513.48,22480.77,22487.71,381.36658
130,1674660060000,22487.68,22491.97,22468.84,22480.19,247.7838
131,1674660120000,22480.17,22499.69,22472.66,22491.12,324.26234
132,1674660180000,22491.12,22497.97,22480.49,22487.89,162.92477
133,1674660240000,22487.89,22489.67,22470.0,22473.22,234.43778
134,1674660300000,22473.22,22500.0,22472.1,22499.81,268.79296
135,1674660360000,22499.8,22524.64,22491.91,22517.11,323.17691
136,1674660420000,22518.13,22529.66,22510.34,22516.67,294.28395
137,1674660480000,22516.67,22534.35,22511.6,22518.03,360.41802
138,1674660540000,22518.86,22545.39,22515.07,22540.33,265.93013
139,1674660600000,22541.42,22550.0,22517.06,22543.77,421.15575
140,1674660660000,22543.71,22578.0,22541.33,22572.25,515.18356
141,1674660720000,22572.36,22572.79,22545.0,22554.28,307.85269
142,1674660780000,22554.28,22572.16,22543.57,22565.55,444.61209
143,1674660840000,22565.56,22575.04,22537.51,22541.85,417.00943
144,1674660900000,22542.07,22576.89,22538.15,22557.2,311.48719
145,1674660960000,22558.3,22562.19,22524.26,22524.28,296.83141
146,1674661020000,22525.33,22525.81,22488.37,22496.66,451.81459
147,1674661080000,22496.67,22505.0,22482.84,22485.05,288.63841
148,1674661140000,22485.05,22499.83,22481.37,22490.14,284.43148
149,1674661200000,22490.14,22523.17,22478.32,22516.92,348.52466
150,1674661260000,22516.92,22534.17,22515.04,22525.67,278.68964
151,1674661320000,22527.12,22530.0,22510.0,22518.95,291.2536
152,1674661380000,22518.12,22554.33,22516.44,22540.4,360.17083
153,1674661440000,22541.31,22554.83,22538.38,22543.22,269.57469
154,1674661500000,22543.22,22562.59,22539.6,22560.9,351.70029
155,1674661560000,22559.56,22595.0,22559.56,22589.16,496.04035
156,1674661620000,22587.25,22606.35,22580.0,22580.35,625.41357
157,1674661680000,22581.47,22595.89,22568.43,22587.35,354.40794
158,1674661740000,22586.44,22599.21,22574.51,22576.23,341.67857
159,1674661800000,22575.35,22577.37,22557.39,22565.34,293.74797
160,1674661860000,22566.27,22571.53,22547.38,22557.94,267.33203
161,1674661920000,22557.95,22570.27,22551.1,22564.41,239.49368
162,1674661980000,22563.67,22589.48,22563.45,22574.51,296.07239
163,1674662040000,22574.51,22585.52,22567.6,22569.05,205.11968
164,1674662100000,22569.07,22588.17,22560.36,22584.71,212.47689
165,1674662160000,22583.92,22593.12,22574.93,22578.42,244.75967
166,1674662220000,22578.78,22594.66,22571.91,22588.99,239.76272
167,1674662280000,22587.74,22602.22,22583.49,22584.38,199.89672
168,1674662340000,22585.17,22585.32,22574.52,22577.86,229.01464
169,1674662400000,22578.79,22580.34,22565.49,22572.08,225.60156
170,1674662460000,22570.95,22589.71,22567.63,22578.23,259.05633
171,1674662520000,22576.6,22587.08,22571.03,22585.01,276.52751
172,1674662580000,22585.03,22589.0,22567.23,22583.0,291.81181
173,1674662640000,22583.0,22593.39,22577.19,22590.25,207.78585
174,1674662700000,22590.7,22591.91,22562.85,22564.32,270.26506
175,1674662760000,22564.25,22566.95,22547.2,22548.74,196.56941
176,1674662820000,22549.94,22554.49,22534.88,22536.0,278.18362
177,1674662880000,22536.0,22544.4,22516.98,22530.78,353.82605
178,1674662940000,22530.78,22547.07,22529.28,22540.83,200.72273
179,1674663000000,22540.83,22556.27,22538.46,22555.39,223.00446
180,1674663060000,22555.39,22574.45,22554.13,22561.99,302.64087
181,1674663120000,22561.99,22595.15,22560.04,22591.88,406.20784
182,1674663180000,22592.5,22602.04,22588.16,22598.05,303.87973
183,1674663240000,22598.05,22619.0,22588.16,22616.9,434.1657
184,1674663300000,22616.9,22623.19,22601.97,22604.3,323.81125
185,1674663360000,22604.3,22613.56,22594.64,22599.04,297.92907
186,1674663420000,22600.34,22604.28,22591.81,22600.48,170.56768
187,1674663480000,22599.5,22610.89,22597.4,22602.55,182.52626
188,1674663540000,22602.55,22650.91,22600.39,22646.1,518.0006
189,1674663600000,22646.1,22648.67,22631.53,22637.52,298.07505
190,1674663660000,22635.85,22690.44,22630.02,22674.2,739.63309
191,1674663720000,22672.82,22689.49,22654.0,22658.05,426.9833
192,1674663780000,22657.94,22678.7,22652.73,22661.43,299.72958
193,1674663840000,22662.53,22667.94,22650.59,22653.62,217.94808
194,1674663900000,22652.26,22656.49,22639.57,22644.79,252.19717
195,1674663960000,22644.04,22646.56,22624.83,22630.8,192.77047
196,1674664020000,22630.06,22641.46,22623.23,22627.72,244.17943
197,1674664080000,22628.48,22648.86,22627.43,22643.23,294.44794
198,1674664140000,22642.61,22654.85,22640.25,22645.34,205.80664
199,1674664200000,22645.47,22655.47,22628.0,22631.27,202.48728
200,1674664260000,22632.7,22645.54,22628.85,22636.08,176.76818
201,1674664320000,22636.75,22637.34,22617.06,22617.34,179.69943
202,1674664380000,22617.74,22621.62,22603.0,22606.71,329.92979
203,1674664440000,22606.71,22625.23,22606.23,22620.52,168.40657
204,1674664500000,22619.99,22621.95,22600.0,22605.19,276.18943
205,1674664560000,22604.22,22614.03,22591.66,22603.31,215.26005
206,1674664620000,22603.31,22627.85,22601.81,22627.32,183.28734
207,1674664680000,22627.23,22649.99,22625.97,22644.76,221.08911
208,1674664740000,22644.76,22649.1,22631.56,22632.49,162.96896
209,1674664800000,22632.49,22643.58,22627.55,22629.28,192.81112
210,1674664860000,22629.28,22633.17,22604.26,22609.97,198.20032
211,1674664920000,22608.81,22611.21,22597.07,22604.42,202.85929
212,1674664980000,22605.24,22623.4,22604.57,22618.68,244.85742
213,1674665040000,22618.7,22618.7,22605.2,22613.41,148.95051
214,1674665100000,22614.48,22621.98,22593.36,22594.18,299.99809
215,1674665160000,22594.18,22599.41,22588.34,22593.9,207.3334
216,1674665220000,22594.61,22600.8,22582.08,22585.25,229.76733
217,1674665280000,22586.34,22597.58,22578.02,22595.05,191.59899
218,1674665340000,22596.12,22604.0,22594.52,22601.05,220.27527
219,1674665400000,22601.07,22606.32,22580.08,22581.45,211.08925
220,1674665460000,22580.42,22616.9,22577.99,22612.79,311.76259
221,1674665520000,22612.4,22644.73,22610.76,22642.33,303.4848
222,1674665580000,22642.17,22652.38,22638.03,22650.46,234.04838
223,1674665640000,22649.97,22651.85,22636.75,22642.28,191.19092
224,1674665700000,22642.28,22650.74,22638.45,22640.1,150.3721
225,1674665760000,22640.78,22662.27,22634.27,22657.59,267.02141
226,1674665820000,22657.59,22658.28,22634.61,22636.41,194.89941
227,1674665880000,22637.55,22637.55,22620.87,22630.11,158.31333
228,1674665940000,22630.11,22632.71,22618.56,22629.75,162.53984
229,1674666000000,22629.75,22645.24,22629.75,22643.73,198.32784
230,1674666060000,22644.48,22646.7,22630.0,22631.83,172.54036
231,1674666120000,22631.83,22632.64,22614.58,22619.39,180.04001
232,1674666180000,22619.38,22633.0,22618.27,22623.24,218.15204
233,1674666240000,22623.24,22629.28,22617.04,22622.05,169.85186
234,1674666300000,22622.13,22628.98,22614.85,22618.94,165.63387
235,1674666360000,22618.26,22624.06,22611.62,22619.99,142.97019
236,1674666420000,22619.99,22626.46,22619.29,22626.16,149.37153
237,1674666480000,22626.16,22650.0,22624.0,22643.88,231.3336
238,1674666540000,22644.25,22653.93,22639.13,22642.18,166.33164
239,1674666600000,22642.34,22643.85,22627.93,22627.94,147.47308
240,1674666660000,22628.45,22629.8,22617.66,22620.85,141.68262
241,1674666720000,22622.0,22625.0,22609.96,22613.08,137.62434
242,1674666780000,22613.08,22621.53,22600.0,22620.44,178.97786
243,1674666840000,22620.44,22624.95,22616.58,22618.87,140.03964
244,1674666900000,22619.51,22630.67,22614.58,22622.67,196.171
245,1674666960000,22622.66,22625.38,22604.0,22606.16,158.51058
246,1674667020000,22606.16,22612.64,22602.79,22608.16,152.1025
247,1674667080000,22607.21,22612.97,22605.36,22608.5,118.156
248,1674667140000,22608.5,22612.72,22595.48,22601.3,210.75363
249,1674667200000,22602.32,22607.19,22585.84,22587.88,218.36797
250,1674667260000,22587.88,22589.85,22571.0,22573.27,211.7317
251,1674667320000,22574.43,22582.47,22560.29,22562.59,279.35397
252,1674667380000,22562.59,22569.06,22554.54,22562.17,214.60444
253,1674667440000,22561.5,22578.22,22560.32,22573.31,246.50758
254,1674667500000,22574.5,22577.95,22564.53,22569.36,186.50997
255,1674667560000,22570.15,22576.67,22552.83,22553.53,227.02681
256,1674667620000,22553.53,22562.27,22543.89,22547.17,254.18059
257,1674667680000,22546.43,22552.51,22531.66,22536.98,344.02072
258,1674667740000,22536.98,22543.68,22519.8,22521.85,429.86363
259,1674667800000,22520.61,22546.19,22510.0,22544.76,314.98609
260,1674667860000,22546.03,22553.97,22533.81,22534.82,228.0879
261,1674667920000,22533.92,22543.63,22522.53,22541.51,208.51079
262,1674667980000,22542.45,22548.34,22537.49,22543.01,200.72614
263,1674668040000,22543.46,22543.46,22529.86,22533.46,146.57359
264,1674668100000,22532.26,22545.97,22531.29,22539.32,174.41756
265,1674668160000,22539.32,22545.33,22535.0,22543.14,248.04644
266,1674668220000,22543.15,22561.19,22542.28,22555.16,188.28575
267,1674668280000,22556.16,22563.28,22548.52,22556.14,183.78103
268,1674668340000,22555.54,22563.38,22542.97,22545.99,167.03344
269,1674668400000,22545.98,22566.35,22542.01,22563.41,207.0603
270,1674668460000,22564.39,22571.09,22562.18,22568.97,194.71377
271,1674668520000,22567.97,22572.22,22565.31,22569.49,128.40498
272,1674668580000,22569.49,22572.24,22562.36,22568.87,136.87203
273,1674668640000,22568.38,22571.97,22548.57,22552.54,247.14546
274,1674668700000,22552.54,22565.39,22546.62,22563.95,195.3027
275,1674668760000,22563.95,22571.81,22561.79,22568.45,181.87002
276,1674668820000,22569.16,22578.62,22563.1,22565.61,183.84313
277,1674668880000,22564.72,22569.45,22547.87,22555.91,255.85912
278,1674668940000,22555.91,22567.95,22555.67,22560.65,135.22834
279,1674669000000,22560.65,22572.99,22560.2,22571.37,166.79403
280,1674669060000,22571.37,22583.01,22570.13,22581.17,220.51921
281,1674669120000,22580.44,22586.81,22576.64,22580.3,176.32646
282,1674669180000,22579.6,22585.9,22577.02,22581.95,133.39978
283,1674669240000,22581.95,22589.63,22576.58,22579.29,179.12564
284,1674669300000,22579.29,22586.62,22572.68,22574.0,166.63111
285,1674669360000,22574.0,22578.02,22561.19,22562.57,154.60567
286,1674669420000,22563.64,22563.87,22555.0,22558.69,102.80631
287,1674669480000,22558.69,22563.64,22547.83,22561.29,215.37324
288,1674669540000,22561.3,22578.64,22556.53,22568.94,287.85713
289,1674669600000,22569.11,22576.9,22563.22,22565.58,154.96954
290,1674669660000,22565.32,22570.87,22555.44,22566.3,209.01293
291,1674669720000,22566.66,22611.09,22565.94,22610.09,389.00072
292,1674669780000,22610.09,22631.98,22604.57,22629.93,307.83187
293,1674669840000,22631.12,22632.37,22607.27,22615.69,230.54178
294,1674669900000,22614.5,22623.0,22610.89,22617.42,186.74707
295,1674669960000,22617.42,22634.59,22614.7,22624.69,185.09783
296,1674670020000,22624.27,22637.48,22624.1,22626.45,230.37365
297,1674670080000,22626.45,22627.37,22608.48,22615.09,176.56312
298,1674670140000,22615.09,22630.33,22612.63,22626.43,138.98338
299,1674670200000,22626.94,22643.41,22625.34,22641.79,184.36188
300,1674670260000,22641.64,22656.78,22633.98,22641.67,357.82719
301,1674670320000,22640.25,22646.94,22635.0,22640.54,168.71304
302,1674670380000,22641.48,22644.47,22633.2,22637.55,219.13203
303,1674670440000,22637.52,22642.53,22628.05,22637.58,225.98767
304,1674670500000,22637.06,22653.21,22627.66,22632.6,259.41486
305,1674670560000,22632.6,22632.87,22615.74,22620.3,179.58709
306,1674670620000,22620.29,22620.29,22609.98,22617.86,207.88638
307,1674670680000,22616.96,22624.88,22611.01,22624.03,193.60223
308,1674670740000,22623.21,22626.24,22617.16,22619.37,127.35392
309,1674670800000,22619.37,22638.9,22618.92,22637.69,152.98181
310,1674670860000,22637.69,22641.99,22630.0,22640.93,155.28531
311,1674670920000,22640.93,22643.83,22629.56,22632.5,124.60899
312,1674670980000,22632.5,22638.91,22621.74,22631.61,151.46467
313,1674671040000,22631.61,22641.0,22630.5,22639.45,142.42244
314,1674671100000,22638.79,22643.0,22628.0,22631.7,123.93373
315,1674671160000,22631.71,22645.83,22630.43,22641.5,152.15709
316,1674671220000,22642.47,22643.44,22621.72,22625.66,170.16536
317,1674671280000,22626.52,22639.08,22623.16,22635.99,134.30913
318,1674671340000,22635.99,22640.33,22627.79,22631.89,147.03899
319,1674671400000,22631.9,22639.27,22626.2,22628.19,201.67733
320,1674671460000,22628.15,22639.15,22624.24,22630.93,201.02433
321,1674671520000,22630.92,22635.16,22622.59,22625.4,114.97147
322,1674671580000,22624.72,22626.57,22608.24,22611.73,142.77013
323,1674671640000,22611.73,22613.07,22596.2,22602.34,287.05015
324,1674671700000,22603.59,22616.94,22600.0,22612.74,135.77125
325,1674671760000,22613.69,22626.19,22612.74,22617.53,116.41241
326,1674671820000,22618.26,22628.59,22615.74,22622.97,168.82935
327,1674671880000,22622.97,22627.79,22620.5,22625.59,104.91924
328,1674671940000,22626.18,22627.23,22610.66,22616.17,140.51454
329,1674672000000,22617.2,22635.6,22616.17,22634.07,159.10155
330,1674672060000,22634.07,22638.22,22628.0,22636.72,118.48094
331,1674672120000,22637.32,22642.98,22626.72,22641.71,156.44835
332,1674672180000,22642.5,22644.32,22632.7,22642.23,127.40866
333,1674672240000,22641.29,22642.99,22632.39,22641.31,115.06325
334,1674672300000,22641.31,22649.02,22640.24,22648.02,136.42019
335,1674672360000,22648.23,22666.93,22647.85,22663.44,238.50236
336,1674672420000,22663.41,22673.99,22652.51,22670.81,283.74115
337,1674672480000,22670.81,22677.85,22666.36,22666.42,236.524
338,1674672540000,22666.42,22670.86,22660.32,22664.25,174.983
339,1674672600000,22664.25,22682.3,22662.94,22680.29,258.80553
340,1674672660000,22679.15,22703.98,22678.3,22697.99,309.6179
341,1674672720000,22697.59,22702.62,22685.35,22693.23,232.38311
342,1674672780000,22692.77,22693.23,22685.02,22687.35,97.72051
343,1674672840000,22687.35,22693.84,22681.71,22684.81,140.03981
344,1674672900000,22684.77,22697.31,22681.78,22690.9,125.92824
345,1674672960000,22690.9,22697.33,22687.63,22691.99,142.36181
346,1674673020000,22691.99,22698.55,22690.52,22692.29,143.61301
347,1674673080000,22692.29,22720.74,22692.29,22714.43,405.37823
348,1674673140000,22714.43,22726.43,22710.04,22724.9,227.358
349,1674673200000,22724.9,22734.95,22701.27,22709.29,332.79724
350,1674673260000,22709.28,22709.34,22693.34,22701.11,279.12861
351,1674673320000,22699.79,22707.29,22684.36,22694.23,221.02662
352,1674673380000,22693.36,22712.63,22690.97,22708.29,153.42583
353,1674673440000,22706.99,22713.65,22706.21,22709.26,91.68047
354,1674673500000,22708.11,22720.0,22705.02,22715.15,217.20956
355,1674673560000,22714.48,22718.0,22694.99,22699.44,174.79358
356,1674673620000,22699.44,22699.56,22687.12,22692.64,100.13044
357,1674673680000,22692.64,22706.49,22685.04,22700.9,161.62365
358,1674673740000,22700.9,22701.77,22688.09,22690.9,114.99694
359,1674673800000,22690.9,22704.13,22685.44,22699.81,167.44731
360,1674673860000,22700.79,22709.93,22694.41,22703.06,123.36254
361,1674673920000,22703.07,22735.0,22702.09,22709.75,514.22807
362,1674673980000,22709.75,22726.0,22703.4,22724.37,260.851
363,1674674040000,22725.59,22730.33,22700.08,22711.49,202.44355
364,1674674100000,22712.52,22738.0,22710.01,22716.52,385.1728
365,1674674160000,22716.52,22733.09,22713.24,22727.62,228.69895
366,1674674220000,22729.27,22738.46,22719.89,22736.53,215.34993
367,1674674280000,22736.07,22752.08,22722.12,22726.49,360.64643
368,1674674340000,22725.33,22735.68,22722.32,22727.69,213.90456
369,1674674400000,22728.33,22732.09,22710.87,22711.59,205.17072
370,1674674460000,22712.27,22712.59,22695.86,22706.73,205.57208
371,1674674520000,22706.94,22714.62,22706.01,22712.5,147.26532
372,1674674580000,22711.58,22714.99,22700.37,22710.56,160.34944
373,1674674640000,22710.56,22726.04,22710.33,22724.36,158.83494
374,1674674700000,22724.94,22725.39,22702.74,22706.03,227.93718
375,1674674760000,22706.03,22714.0,22701.92,22708.99,161.1225
376,1674674820000,22708.99,22709.36,22669.14,22671.6,492.07892
377,1674674880000,22672.17,22694.35,22662.57,22694.16,301.92489
378,1674674940000,22693.1,22699.74,22687.12,22692.29,176.09536
379,1674675000000,22692.29,22694.43,22670.84,22676.87,166.52571
380,1674675060000,22676.86,22683.79,22666.21,22683.2,177.35101
381,1674675120000,22683.2,22693.98,22677.21,22684.77,178.75071
382,1674675180000,22685.74,22691.72,22661.97,22669.6,223.44578
383,1674675240000,22669.6,22670.0,22651.75,22660.01,286.11362
384,1674675300000,22660.02,22675.29,22657.54,22672.42,184.08718
385,1674675360000,22673.69,22685.16,22670.85,22678.11,144.36026
386,1674675420000,22679.05,22679.05,22668.87,22674.27,97.43214
387,1674675480000,22673.73,22695.41,22673.21,22692.72,229.59305
388,1674675540000,22691.68,22704.94,22689.62,22698.92,186.61313
389,1674675600000,22698.92,22708.48,22695.06,22703.31,175.24302
390,1674675660000,22702.75,22716.26,22702.74,22712.0,180.92618
391,1674675720000,22711.2,22724.0,22701.21,22709.44,246.93224
392,1674675780000,22709.01,22720.21,22701.74,22713.44,142.99235
393,1674675840000,22714.21,22719.83,22708.3,22712.77,116.87837
394,1674675900000,22712.89,22714.35,22700.03,22701.35,133.33741
395,1674675960000,22701.35,22710.81,22692.28,22697.59,132.81194
396,1674676020000,22697.59,22716.73,22696.52,22711.29,175.85866
397,1674676080000,22712.14,22712.65,22697.37,22701.72,128.73246
398,1674676140000,22702.97,22705.13,22696.46,22702.52,109.1011
399,1674676200000,22703.41,22707.0,22696.12,22698.98,139.28766
400,1674676260000,22699.23,22722.48,22695.36,22720.0,176.28776
401,1674676320000,22720.8,22744.44,22716.73,22740.84,425.64876
402,1674676380000,22740.84,22759.61,22731.74,22742.57,416.81209
403,1674676440000,22742.57,22753.35,22734.96,22745.78,203.36832
404,1674676500000,22744.8,22765.3,22736.57,22754.25,325.61339
405,1674676560000,22753.59,22758.98,22745.21,22749.95,217.18432
406,1674676620000,22748.92,22758.86,22746.87,22749.75,129.02157
407,1674676680000,22749.75,22763.11,22746.79,22751.16,238.71299
408,1674676740000,22752.31,22760.2,22747.54,22748.86,180.2919
409,1674676800000,22749.97,22776.65,22749.93,22766.54,385.83563
410,1674676860000,22766.54,22846.52,22759.53,22839.79,1282.68782
411,1674676920000,22838.13,22904.11,22829.0,22860.58,1381.24309
412,1674676980000,22860.57,22896.44,22853.85,22894.56,646.69109
413,1674677040000,22895.88,22914.19,22879.83,22903.44,621.40147
414,1674677100000,22903.44,22934.28,22888.65,22903.55,665.40527
415,1674677160000,22903.51,22919.83,22883.64,22895.3,474.22349
416,1674677220000,22896.34,22922.04,22895.07,22917.61,392.20017
417,1674677280000,22917.11,22934.24,22890.4,22892.77,398.11739
418,1674677340000,22894.22,22926.5,22884.9,22915.43,381.6821
419,1674677400000,22916.43,22938.67,22910.59,22935.3,362.85453
420,1674677460000,22936.23,22948.24,22895.17,22904.3,635.12791
421,1674677520000,22907.1,22935.71,22904.76,22923.55,284.43221
422,1674677580000,22922.7,22926.82,22910.57,22916.16,224.99256
